# Step Time(s) Pxy(Pa) Pxz(Pa) Pyz(Pa)
389 7.780000e-13 -4.065531e+52 -4.025371e+52 3.839981e+52
390 7.800000e-13 -4.033072e+52 -3.993232e+52 3.809323e+52
391 7.820000e-13 -4.000872e+52 -3.961350e+52 3.778909e+52
392 7.840000e-13 -3.968929e+52 -3.929723e+52 3.748739e+52
393 7.860000e-13 -3.937241e+52 -3.898348e+52 3.718809e+52
394 7.880000e-13 -3.905806e+52 -3.867223e+52 3.689118e+52
395 7.900000e-13 -3.874622e+52 -3.836348e+52 3.659664e+52
396 7.920000e-13 -3.843687e+52 -3.805718e+52 3.630445e+52
397 7.940000e-13 -3.812999e+52 -3.775333e+52 3.601460e+52
398 7.960000e-13 -3.782556e+52 -3.745191e+52 3.572705e+52
399 7.980000e-13 -3.752356e+52 -3.715289e+52 3.544181e+52
400 8.000000e-13 -3.722397e+52 -3.685627e+52 3.515884e+52
401 8.020000e-13 -3.692678e+52 -3.656200e+52 3.487813e+52
402 8.040000e-13 -3.663196e+52 -3.627009e+52 3.459967e+52
403 8.060000e-13 -3.633949e+52 -3.598051e+52 3.432342e+52
404 8.080000e-13 -3.604935e+52 -3.569324e+52 3.404939e+52
405 8.100000e-13 -3.576153e+52 -3.540827e+52 3.377754e+52
406 8.120000e-13 -3.547601e+52 -3.512557e+52 3.350786e+52
407 8.140000e-13 -3.519277e+52 -3.484513e+52 3.324033e+52
408 8.160000e-13 -3.491179e+52 -3.456692e+52 3.297494e+52
409 8.180000e-13 -3.463306e+52 -3.429094e+52 3.271167e+52
410 8.200000e-13 -3.435655e+52 -3.401716e+52 3.245050e+52
411 8.220000e-13 -3.408224e+52 -3.374557e+52 3.219141e+52
412 8.240000e-13 -3.381013e+52 -3.347615e+52 3.193440e+52
413 8.260000e-13 -3.354019e+52 -3.320887e+52 3.167943e+52
414 8.280000e-13 -3.327241e+52 -3.294373e+52 3.142650e+52
415 8.300000e-13 -3.300676e+52 -3.268071e+52 3.117559e+52
416 8.320000e-13 -3.274323e+52 -3.241979e+52 3.092669e+52
417 8.340000e-13 -3.248181e+52 -3.216095e+52 3.067977e+52
418 8.360000e-13 -3.222248e+52 -3.190417e+52 3.043482e+52
419 8.380000e-13 -3.196521e+52 -3.164945e+52 3.019183e+52
420 8.400000e-13 -3.171000e+52 -3.139676e+52 2.995078e+52
421 8.420000e-13 -3.145683e+52 -3.114609e+52 2.971165e+52
422 8.440000e-13 -3.120568e+52 -3.089742e+52 2.947443e+52
423 8.460000e-13 -3.095653e+52 -3.065073e+52 2.923911e+52
424 8.480000e-13 -3.070938e+52 -3.040602e+52 2.900566e+52
425 8.500000e-13 -3.046419e+52 -3.016326e+52 2.877408e+52
426 8.520000e-13 -3.022097e+52 -2.992243e+52 2.854435e+52
427 8.540000e-13 -2.997968e+52 -2.968353e+52 2.831645e+52
428 8.560000e-13 -2.974032e+52 -2.944654e+52 2.809037e+52
429 8.580000e-13 -2.950288e+52 -2.921144e+52 2.786610e+52
430 8.600000e-13 -2.926733e+52 -2.897821e+52 2.764362e+52
431 8.620000e-13 -2.903368e+52 -2.874679e+52 2.742285e+52
432 8.640000e-13 -2.880197e+52 -2.851707e+52 2.720371e+52
433 8.660000e-13 -2.857201e+52 -2.828939e+52 2.698651e+52
434 8.680000e-13 -2.834389e+52 -2.806353e+52 2.677105e+52
435 8.700000e-13 -2.811759e+52 -2.783947e+52 2.655731e+52
436 8.720000e-13 -2.789310e+52 -2.761720e+52 2.634528e+52
437 8.740000e-13 -2.767041e+52 -2.739670e+52 2.613494e+52
438 8.760000e-13 -2.744948e+52 -2.717797e+52 2.592627e+52
439 8.780000e-13 -2.723033e+52 -2.696098e+52 2.571928e+52
440 8.800000e-13 -2.701292e+52 -2.674572e+52 2.551394e+52
441 8.820000e-13 -2.679725e+52 -2.653219e+52 2.531023e+52
442 8.840000e-13 -2.658330e+52 -2.632035e+52 2.510816e+52
443 8.860000e-13 -2.637106e+52 -2.611021e+52 2.490769e+52
444 8.880000e-13 -2.616051e+52 -2.590175e+52 2.470883e+52
445 8.900000e-13 -2.595165e+52 -2.569495e+52 2.451155e+52
446 8.920000e-13 -2.574445e+52 -2.548980e+52 2.431585e+52
447 8.940000e-13 -2.553891e+52 -2.528629e+52 2.412172e+52
448 8.960000e-13 -2.533500e+52 -2.508440e+52 2.392913e+52
449 8.980000e-13 -2.513273e+52 -2.488413e+52 2.373808e+52
450 9.000000e-13 -2.493207e+52 -2.468545e+52 2.354855e+52
451 9.020000e-13 -2.473301e+52 -2.448837e+52 2.336054e+52
452 9.040000e-13 -2.453554e+52 -2.429285e+52 2.317403e+52
453 9.060000e-13 -2.433965e+52 -2.409890e+52 2.298901e+52
454 9.080000e-13 -2.414532e+52 -2.390649e+52 2.280547e+52
455 9.100000e-13 -2.395255e+52 -2.371562e+52 2.262339e+52
456 9.120000e-13 -2.376131e+52 -2.352628e+52 2.244276e+52
457 9.140000e-13 -2.357160e+52 -2.333844e+52 2.226358e+52
458 9.160000e-13 -2.338340e+52 -2.315211e+52 2.208583e+52
459 9.180000e-13 -2.319671e+52 -2.296726e+52 2.190949e+52
460 9.200000e-13 -2.301151e+52 -2.278389e+52 2.173457e+52
461 9.220000e-13 -2.282778e+52 -2.260198e+52 2.156104e+52
462 9.240000e-13 -2.264553e+52 -2.242153e+52 2.138890e+52
463 9.260000e-13 -2.246473e+52 -2.224252e+52 2.121813e+52
464 9.280000e-13 -2.228537e+52 -2.206493e+52 2.104872e+52
465 9.300000e-13 -2.210744e+52 -2.188877e+52 2.088067e+52
466 9.320000e-13 -2.193093e+52 -2.171401e+52 2.071396e+52
467 9.340000e-13 -2.175584e+52 -2.154064e+52 2.054858e+52
468 9.360000e-13 -2.158214e+52 -2.136866e+52 2.038452e+52
469 9.380000e-13 -2.140983e+52 -2.119805e+52 2.022177e+52
470 9.400000e-13 -2.123889e+52 -2.102881e+52 2.006032e+52
471 9.420000e-13 -2.106932e+52 -2.086091e+52 1.990016e+52
472 9.440000e-13 -2.090110e+52 -2.069436e+52 1.974127e+52
473 9.460000e-13 -2.073423e+52 -2.052914e+52 1.958366e+52
474 9.480000e-13 -2.056869e+52 -2.036523e+52 1.942730e+52
475 9.500000e-13 -2.040447e+52 -2.020264e+52 1.927219e+52
476 9.520000e-13 -2.024156e+52 -2.004134e+52 1.911833e+52
477 9.540000e-13 -2.007995e+52 -1.988133e+52 1.896569e+52
478 9.560000e-13 -1.991963e+52 -1.972260e+52 1.881426e+52
479 9.580000e-13 -1.976059e+52 -1.956513e+52 1.866405e+52
480 9.600000e-13 -1.960282e+52 -1.940892e+52 1.851504e+52
481 9.620000e-13 -1.944631e+52 -1.925396e+52 1.836721e+52
482 9.640000e-13 -1.929105e+52 -1.910024e+52 1.822057e+52
483 9.660000e-13 -1.913704e+52 -1.894774e+52 1.807510e+52
484 9.680000e-13 -1.898425e+52 -1.879646e+52 1.793078e+52
485 9.700000e-13 -1.883267e+52 -1.864639e+52 1.778762e+52
486 9.720000e-13 -1.868231e+52 -1.849752e+52 1.764561e+52
487 9.740000e-13 -1.853316e+52 -1.834984e+52 1.750473e+52
488 9.760000e-13 -1.838519e+52 -1.820333e+52 1.736497e+52
489 9.780000e-13 -1.823840e+52 -1.805799e+52 1.722633e+52
490 9.800000e-13 -1.809278e+52 -1.791382e+52 1.708879e+52
491 9.820000e-13 -1.794833e+52 -1.777080e+52 1.695235e+52
492 9.840000e-13 -1.780503e+52 -1.762891e+52 1.681701e+52
493 9.860000e-13 -1.766288e+52 -1.748816e+52 1.668274e+52
494 9.880000e-13 -1.752158e+52 -1.734833e+52 1.654931e+52
495 9.900000e-13 -1.738143e+52 -1.720962e+52 1.641695e+52
496 9.920000e-13 -1.724266e+52 -1.707222e+52 1.628588e+52
497 9.940000e-13 -1.710499e+52 -1.693591e+52 1.615585e+52
498 9.960000e-13 -1.696843e+52 -1.680070e+52 1.602686e+52
499 9.980000e-13 -1.683295e+52 -1.666656e+52 1.589890e+52
500 1.000000e-12 -1.669856e+52 -1.653349e+52 1.577197e+52
501 1.002000e-12 -1.656523e+52 -1.640149e+52 1.564604e+52
502 1.004000e-12 -1.643298e+52 -1.627054e+52 1.552112e+52
503 1.006000e-12 -1.630178e+52 -1.614064e+52 1.539720e+52
504 1.008000e-12 -1.617162e+52 -1.601177e+52 1.527427e+52
505 1.010000e-12 -1.604251e+52 -1.588393e+52 1.515232e+52
506 1.012000e-12 -1.591443e+52 -1.575712e+52 1.503135e+52
507 1.014000e-12 -1.578736e+52 -1.563131e+52 1.491134e+52
508 1.016000e-12 -1.566132e+52 -1.550651e+52 1.479228e+52
509 1.018000e-12 -1.553628e+52 -1.538271e+52 1.467418e+52
510 1.020000e-12 -1.541224e+52 -1.525989e+52 1.455702e+52
511 1.022000e-12 -1.528919e+52 -1.513806e+52 1.444080e+52
512 1.024000e-12 -1.516712e+52 -1.501719e+52 1.432550e+52
513 1.026000e-12 -1.504602e+52 -1.489730e+52 1.421113e+52
514 1.028000e-12 -1.492589e+52 -1.477836e+52 1.409767e+52
515 1.030000e-12 -1.480673e+52 -1.466037e+52 1.398511e+52
516 1.032000e-12 -1.468851e+52 -1.454332e+52 1.387346e+52
517 1.034000e-12 -1.457124e+52 -1.442720e+52 1.376269e+52
518 1.036000e-12 -1.445490e+52 -1.431202e+52 1.365281e+52
519 1.038000e-12 -1.433949e+52 -1.419775e+52 1.354380e+52
520 1.040000e-12 -1.422501e+52 -1.408439e+52 1.343567e+52
521 1.042000e-12 -1.411143e+52 -1.397194e+52 1.332840e+52
522 1.044000e-12 -1.399877e+52 -1.386039e+52 1.322199e+52
523 1.046000e-12 -1.388700e+52 -1.374973e+52 1.311642e+52
524 1.048000e-12 -1.377613e+52 -1.363995e+52 1.301170e+52
525 1.050000e-12 -1.366614e+52 -1.353105e+52 1.290782e+52
526 1.052000e-12 -1.355703e+52 -1.342302e+52 1.280476e+52
527 1.054000e-12 -1.344879e+52 -1.331585e+52 1.270253e+52
528 1.056000e-12 -1.334141e+52 -1.320954e+52 1.260111e+52
529 1.058000e-12 -1.323490e+52 -1.310407e+52 1.250050e+52
530 1.060000e-12 -1.312923e+52 -1.299945e+52 1.240070e+52
531 1.062000e-12 -1.302440e+52 -1.289566e+52 1.230169e+52
532 1.064000e-12 -1.292042e+52 -1.279270e+52 1.220347e+52
533 1.066000e-12 -1.281726e+52 -1.269057e+52 1.210604e+52
534 1.068000e-12 -1.271493e+52 -1.258924e+52 1.200939e+52
535 1.070000e-12 -1.261341e+52 -1.248873e+52 1.191350e+52
536 1.072000e-12 -1.251271e+52 -1.238902e+52 1.181839e+52
537 1.074000e-12 -1.241281e+52 -1.229011e+52 1.172403e+52
538 1.076000e-12 -1.231370e+52 -1.219198e+52 1.163042e+52
539 1.078000e-12 -1.221539e+52 -1.209464e+52 1.153757e+52
540 1.080000e-12 -1.211786e+52 -1.199808e+52 1.144545e+52
541 1.082000e-12 -1.202111e+52 -1.190229e+52 1.135407e+52
542 1.084000e-12 -1.192514e+52 -1.180726e+52 1.126342e+52
543 1.086000e-12 -1.182993e+52 -1.171299e+52 1.117349e+52
544 1.088000e-12 -1.173548e+52 -1.161947e+52 1.108428e+52
545 1.090000e-12 -1.164178e+52 -1.152670e+52 1.099579e+52
546 1.092000e-12 -1.154883e+52 -1.143467e+52 1.090800e+52
547 1.094000e-12 -1.145663e+52 -1.134338e+52 1.082091e+52
548 1.096000e-12 -1.136516e+52 -1.125281e+52 1.073451e+52
549 1.098000e-12 -1.127442e+52 -1.116297e+52 1.064881e+52
550 1.100000e-12 -1.118440e+52 -1.107385e+52 1.056379e+52
551 1.102000e-12 -1.109510e+52 -1.098543e+52 1.047945e+52
552 1.104000e-12 -1.100652e+52 -1.089773e+52 1.039578e+52
553 1.106000e-12 -1.091865e+52 -1.081072e+52 1.031278e+52
554 1.108000e-12 -1.083147e+52 -1.072440e+52 1.023044e+52
555 1.110000e-12 -1.074499e+52 -1.063878e+52 1.014876e+52
556 1.112000e-12 -1.065920e+52 -1.055384e+52 1.006773e+52
557 1.114000e-12 -1.057410e+52 -1.046958e+52 9.987353e+51
558 1.116000e-12 -1.048968e+52 -1.038599e+52 9.907614e+51
559 1.118000e-12 -1.040593e+52 -1.030307e+52 9.828511e+51
560 1.120000e-12 -1.032285e+52 -1.022081e+52 9.750041e+51
561 1.122000e-12 -1.024043e+52 -1.013921e+52 9.672196e+51
562 1.124000e-12 -1.015867e+52 -1.005825e+52 9.594973e+51
563 1.126000e-12 -1.007756e+52 -9.977949e+51 9.518367e+51
564 1.128000e-12 -9.997104e+51 -9.898285e+51 9.442372e+51
565 1.130000e-12 -9.917287e+51 -9.819257e+51 9.366985e+51
566 1.132000e-12 -9.838108e+51 -9.740860e+51 9.292199e+51
567 1.134000e-12 -9.759560e+51 -9.663089e+51 9.218010e+51
568 1.136000e-12 -9.681640e+51 -9.585939e+51 9.144413e+51
569 1.138000e-12 -9.604342e+51 -9.509405e+51 9.071404e+51
570 1.140000e-12 -9.527661e+51 -9.433482e+51 8.998978e+51
571 1.142000e-12 -9.451592e+51 -9.358165e+51 8.927130e+51
572 1.144000e-12 -9.376130e+51 -9.283450e+51 8.855856e+51
573 1.146000e-12 -9.301271e+51 -9.209330e+51 8.785151e+51
574 1.148000e-12 -9.227010e+51 -9.135803e+51 8.715010e+51
575 1.150000e-12 -9.153341e+51 -9.062863e+51 8.645429e+51
576 1.152000e-12 -9.080261e+51 -8.990505e+51 8.576404e+51
577 1.154000e-12 -9.007764e+51 -8.918725e+51 8.507930e+51
578 1.156000e-12 -8.935846e+51 -8.847518e+51 8.440003e+51
579 1.158000e-12 -8.864503e+51 -8.776879e+51 8.372618e+51
580 1.160000e-12 -8.793728e+51 -8.706805e+51 8.305771e+51
581 1.162000e-12 -8.723519e+51 -8.637289e+51 8.239458e+51
582 1.164000e-12 -8.653871e+51 -8.568329e+51 8.173674e+51
583 1.166000e-12 -8.584778e+51 -8.499920e+51 8.108415e+51
584 1.168000e-12 -8.516237e+51 -8.432056e+51 8.043678e+51
585 1.170000e-12 -8.448244e+51 -8.364735e+51 7.979457e+51
586 1.172000e-12 -8.380793e+51 -8.297951e+51 7.915749e+51
587 1.174000e-12 -8.313881e+51 -8.231700e+51 7.852550e+51
588 1.176000e-12 -8.247503e+51 -8.165978e+51 7.789855e+51
589 1.178000e-12 -8.181655e+51 -8.100781e+51 7.727661e+51
590 1.180000e-12 -8.116332e+51 -8.036104e+51 7.665963e+51
591 1.182000e-12 -8.051531e+51 -7.971944e+51 7.604758e+51
592 1.184000e-12 -7.987248e+51 -7.908296e+51 7.544042e+51
593 1.186000e-12 -7.923478e+51 -7.845156e+51 7.483810e+51
594 1.188000e-12 -7.860217e+51 -7.782520e+51 7.424059e+51
595 1.190000e-12 -7.797461e+51 -7.720385e+51 7.364786e+51
596 1.192000e-12 -7.735206e+51 -7.658745e+51 7.305985e+51
597 1.194000e-12 -7.673448e+51 -7.597598e+51 7.247654e+51
598 1.196000e-12 -7.612183e+51 -7.536939e+51 7.189789e+51
599 1.198000e-12 -7.551408e+51 -7.476764e+51 7.132386e+51
600 1.200000e-12 -7.491117e+51 -7.417069e+51 7.075441e+51
601 1.202000e-12 -7.431308e+51 -7.357851e+51 7.018950e+51
602 1.204000e-12 -7.371976e+51 -7.299106e+51 6.962911e+51
603 1.206000e-12 -7.313119e+51 -7.240830e+51 6.907319e+51
604 1.208000e-12 -7.255805e+51 -7.185518e+51 6.853452e+51
605 1.210000e-12 -7.201070e+51 -7.135585e+51 6.802546e+51
606 1.212000e-12 -7.143577e+51 -7.078615e+51 6.748235e+51
607 1.214000e-12 -7.086543e+51 -7.022099e+51 6.694357e+51
608 1.216000e-12 -7.029964e+51 -6.966035e+51 6.640909e+51
609 1.218000e-12 -6.973837e+51 -6.910418e+51 6.587888e+51
610 1.220000e-12 -6.918157e+51 -6.855245e+51 6.535290e+51
611 1.222000e-12 -6.862923e+51 -6.800513e+51 6.483113e+51
612 1.224000e-12 -6.808129e+51 -6.746217e+51 6.431352e+51
613 1.226000e-12 -6.753773e+51 -6.692356e+51 6.380004e+51
614 1.228000e-12 -6.699851e+51 -6.638924e+51 6.329066e+51
615 1.230000e-12 -6.646359e+51 -6.585919e+51 6.278534e+51
616 1.232000e-12 -6.593295e+51 -6.533337e+51 6.228407e+51
617 1.234000e-12 -6.540654e+51 -6.481175e+51 6.178679e+51
618 1.236000e-12 -6.488433e+51 -6.429429e+51 6.129348e+51
619 1.238000e-12 -6.436630e+51 -6.378096e+51 6.080412e+51
620 1.240000e-12 -6.385240e+51 -6.327174e+51 6.031866e+51
621 1.242000e-12 -6.334260e+51 -6.276657e+51 5.983707e+51
622 1.244000e-12 -6.283687e+51 -6.226545e+51 5.935933e+51
623 1.246000e-12 -6.233518e+51 -6.176832e+51 5.888541e+51
624 1.248000e-12 -6.183750e+51 -6.127516e+51 5.841527e+51
625 1.250000e-12 -6.134379e+51 -6.078594e+51 5.794888e+51
626 1.252000e-12 -6.085402e+51 -6.030062e+51 5.748622e+51
627 1.254000e-12 -6.036816e+51 -5.981918e+51 5.702725e+51
628 1.256000e-12 -5.988618e+51 -5.934159e+51 5.657194e+51
629 1.258000e-12 -5.940805e+51 -5.886780e+51 5.612027e+51
630 1.260000e-12 -5.893374e+51 -5.839780e+51 5.567221e+51
631 1.262000e-12 -5.846321e+51 -5.793156e+51 5.522772e+51
632 1.264000e-12 -5.799644e+51 -5.746903e+51 5.478678e+51
633 1.266000e-12 -5.753340e+51 -5.701020e+51 5.434936e+51
634 1.268000e-12 -5.707405e+51 -5.655503e+51 5.391544e+51
635 1.270000e-12 -5.661837e+51 -5.610349e+51 5.348498e+51
636 1.272000e-12 -5.616633e+51 -5.565556e+51 5.305795e+51
637 1.274000e-12 -5.571790e+51 -5.521121e+51 5.263434e+51
638 1.276000e-12 -5.527305e+51 -5.477040e+51 5.221411e+51
639 1.278000e-12 -5.483175e+51 -5.433312e+51 5.179723e+51
640 1.280000e-12 -5.439397e+51 -5.389932e+51 5.138368e+51
641 1.282000e-12 -5.395969e+51 -5.346899e+51 5.097343e+51
642 1.284000e-12 -5.352887e+51 -5.304209e+51 5.056646e+51
643 1.286000e-12 -5.310150e+51 -5.261860e+51 5.016274e+51
644 1.288000e-12 -5.267754e+51 -5.219850e+51 4.976224e+51
645 1.290000e-12 -5.225696e+51 -5.178174e+51 4.936494e+51
646 1.292000e-12 -5.183974e+51 -5.136832e+51 4.897081e+51
647 1.294000e-12 -5.142585e+51 -5.095819e+51 4.857982e+51
648 1.296000e-12 -5.101527e+51 -5.055134e+51 4.819196e+51
649 1.298000e-12 -5.060796e+51 -5.014774e+51 4.780720e+51
650 1.300000e-12 -5.020391e+51 -4.974736e+51 4.742551e+51
651 1.302000e-12 -4.980308e+51 -4.935018e+51 4.704686e+51
652 1.304000e-12 -4.940545e+51 -4.895617e+51 4.667124e+51
653 1.306000e-12 -4.901100e+51 -4.856530e+51 4.629861e+51
654 1.308000e-12 -4.861969e+51 -4.817756e+51 4.592897e+51
655 1.310000e-12 -4.823151e+51 -4.779291e+51 4.556227e+51
656 1.312000e-12 -4.784643e+51 -4.741133e+51 4.519850e+51
657 1.314000e-12 -4.746443e+51 -4.703280e+51 4.483764e+51
658 1.316000e-12 -4.708547e+51 -4.665729e+51 4.447965e+51
659 1.318000e-12 -4.670954e+51 -4.628477e+51 4.412453e+51
660 1.320000e-12 -4.633661e+51 -4.591524e+51 4.377224e+51
661 1.322000e-12 -4.596666e+51 -4.554865e+51 4.342276e+51
662 1.324000e-12 -4.559966e+51 -4.518499e+51 4.307607e+51
663 1.326000e-12 -4.523499e+51 -4.482324e+51 4.273488e+51
664 1.328000e-12 -4.487204e+51 -4.446241e+51 4.240182e+51
665 1.330000e-12 -4.451378e+51 -4.410742e+51 4.206328e+51
666 1.332000e-12 -4.415839e+51 -4.375527e+51 4.172745e+51
667 1.334000e-12 -4.380583e+51 -4.340593e+51 4.139430e+51
668 1.336000e-12 -4.345608e+51 -4.305937e+51 4.106380e+51
669 1.338000e-12 -4.310913e+51 -4.271559e+51 4.073595e+51
670 1.340000e-12 -4.276494e+51 -4.237455e+51 4.041072e+51
671 1.342000e-12 -4.242351e+51 -4.203623e+51 4.008808e+51
672 1.344000e-12 -4.208480e+51 -4.170061e+51 3.976801e+51
673 1.346000e-12 -4.174879e+51 -4.136767e+51 3.945051e+51
674 1.348000e-12 -4.141547e+51 -4.103739e+51 3.913553e+51
675 1.350000e-12 -4.108481e+51 -4.070975e+51 3.882307e+51
676 1.352000e-12 -4.075679e+51 -4.038472e+51 3.851311e+51
677 1.354000e-12 -4.043139e+51 -4.006229e+51 3.820562e+51
678 1.356000e-12 -4.010858e+51 -3.974243e+51 3.790059e+51
679 1.358000e-12 -3.978836e+51 -3.942513e+51 3.759799e+51
680 1.360000e-12 -3.947069e+51 -3.911036e+51 3.729781e+51
681 1.362000e-12 -3.915555e+51 -3.879810e+51 3.700002e+51
682 1.364000e-12 -3.884293e+51 -3.848834e+51 3.670461e+51
683 1.366000e-12 -3.853281e+51 -3.818105e+51 3.641156e+51
684 1.368000e-12 -3.822517e+51 -3.787621e+51 3.612085e+51
685 1.370000e-12 -3.791998e+51 -3.757381e+51 3.583247e+51
686 1.372000e-12 -3.761722e+51 -3.727382e+51 3.554638e+51
687 1.374000e-12 -3.731689e+51 -3.697622e+51 3.526258e+51
688 1.376000e-12 -3.701895e+51 -3.668101e+51 3.498104e+51
689 1.378000e-12 -3.672339e+51 -3.638814e+51 3.470175e+51
690 1.380000e-12 -3.643019e+51 -3.609762e+51 3.442469e+51
691 1.382000e-12 -3.613933e+51 -3.580942e+51 3.414985e+51
692 1.384000e-12 -3.585080e+51 -3.552352e+51 3.387719e+51
693 1.386000e-12 -3.556456e+51 -3.523990e+51 3.360672e+51
694 1.388000e-12 -3.528062e+51 -3.495854e+51 3.333840e+51
695 1.390000e-12 -3.499893e+51 -3.467943e+51 3.307223e+51
696 1.392000e-12 -3.471950e+51 -3.440255e+51 3.280818e+51
697 1.394000e-12 -3.444230e+51 -3.412788e+51 3.254624e+51
698 1.396000e-12 -3.416732e+51 -3.385540e+51 3.228639e+51
699 1.398000e-12 -3.389452e+51 -3.358510e+51 3.202862e+51
700 1.400000e-12 -3.362391e+51 -3.331696e+51 3.177290e+51
701 1.402000e-12 -3.335546e+51 -3.305096e+51 3.151922e+51
702 1.404000e-12 -3.308915e+51 -3.278708e+51 3.126757e+51
703 1.406000e-12 -3.282496e+51 -3.252531e+51 3.101793e+51
704 1.408000e-12 -3.256289e+51 -3.226562e+51 3.077029e+51
705 1.410000e-12 -3.230291e+51 -3.200802e+51 3.052462e+51
706 1.412000e-12 -3.204500e+51 -3.175246e+51 3.028091e+51
707 1.414000e-12 -3.178915e+51 -3.149895e+51 3.003915e+51
708 1.416000e-12 -3.153535e+51 -3.124746e+51 2.979931e+51
709 1.418000e-12 -3.128357e+51 -3.099798e+51 2.956140e+51
710 1.420000e-12 -3.103380e+51 -3.075050e+51 2.932538e+51
711 1.422000e-12 -3.078603e+51 -3.050498e+51 2.909124e+51
712 1.424000e-12 -3.054023e+51 -3.026143e+51 2.885898e+51
713 1.426000e-12 -3.029640e+51 -3.001983e+51 2.862857e+51
714 1.428000e-12 -3.005451e+51 -2.978015e+51 2.840000e+51
715 1.430000e-12 -2.981456e+51 -2.954238e+51 2.817325e+51
716 1.432000e-12 -2.957652e+51 -2.930652e+51 2.794832e+51
717 1.434000e-12 -2.934038e+51 -2.907253e+51 2.772518e+51
718 1.436000e-12 -2.910613e+51 -2.884042e+51 2.750382e+51
719 1.438000e-12 -2.887374e+51 -2.861016e+51 2.728423e+51
720 1.440000e-12 -2.864321e+51 -2.838173e+51 2.706639e+51
721 1.442000e-12 -2.841453e+51 -2.815513e+51 2.685029e+51
722 1.444000e-12 -2.818766e+51 -2.793034e+51 2.663592e+51
723 1.446000e-12 -2.796261e+51 -2.770735e+51 2.642326e+51
724 1.448000e-12 -2.773936e+51 -2.748613e+51 2.621230e+51
725 1.450000e-12 -2.751789e+51 -2.726668e+51 2.600302e+51
726 1.452000e-12 -2.729819e+51 -2.704898e+51 2.579541e+51
727 1.454000e-12 -2.708024e+51 -2.683303e+51 2.558946e+51
728 1.456000e-12 -2.686403e+51 -2.661879e+51 2.538515e+51
729 1.458000e-12 -2.664955e+51 -2.640627e+51 2.518248e+51
730 1.460000e-12 -2.643678e+51 -2.619544e+51 2.498142e+51
731 1.462000e-12 -2.622571e+51 -2.598629e+51 2.478197e+51
732 1.464000e-12 -2.601632e+51 -2.577882e+51 2.458411e+51
733 1.466000e-12 -2.580861e+51 -2.557300e+51 2.438783e+51
734 1.468000e-12 -2.560255e+51 -2.536883e+51 2.419312e+51
735 1.470000e-12 -2.539814e+51 -2.516628e+51 2.399996e+51
736 1.472000e-12 -2.519536e+51 -2.496535e+51 2.380834e+51
737 1.474000e-12 -2.499420e+51 -2.476603e+51 2.361826e+51
738 1.476000e-12 -2.479465e+51 -2.456830e+51 2.342969e+51
739 1.478000e-12 -2.459669e+51 -2.437215e+51 2.324263e+51
740 1.480000e-12 -2.440031e+51 -2.417756e+51 2.305706e+51
741 1.482000e-12 -2.420549e+51 -2.398452e+51 2.287297e+51
742 1.484000e-12 -2.401224e+51 -2.379303e+51 2.269035e+51
743 1.486000e-12 -2.382052e+51 -2.360307e+51 2.250919e+51
744 1.488000e-12 -2.363034e+51 -2.341462e+51 2.232948e+51
745 1.490000e-12 -2.344168e+51 -2.322768e+51 2.215120e+51
746 1.492000e-12 -2.325452e+51 -2.304223e+51 2.197435e+51
747 1.494000e-12 -2.306885e+51 -2.285826e+51 2.179890e+51
748 1.496000e-12 -2.288467e+51 -2.267576e+51 2.162486e+51
749 1.498000e-12 -2.270196e+51 -2.249472e+51 2.145221e+51
750 1.500000e-12 -2.252071e+51 -2.231512e+51 2.128093e+51
751 1.502000e-12 -2.234090e+51 -2.213696e+51 2.111103e+51
752 1.504000e-12 -2.216253e+51 -2.196021e+51 2.094247e+51
753 1.506000e-12 -2.198559e+51 -2.178488e+51 2.077527e+51
754 1.508000e-12 -2.181005e+51 -2.161095e+51 2.060940e+51
755 1.510000e-12 -2.163592e+51 -2.143841e+51 2.044485e+51
756 1.512000e-12 -2.146318e+51 -2.126725e+51 2.028162e+51
757 1.514000e-12 -2.129182e+51 -2.109745e+51 2.011969e+51
758 1.516000e-12 -2.112183e+51 -2.092901e+51 1.995906e+51
759 1.518000e-12 -2.095319e+51 -2.076191e+51 1.979971e+51
760 1.520000e-12 -2.078590e+51 -2.059615e+51 1.964163e+51
761 1.522000e-12 -2.061994e+51 -2.043171e+51 1.948481e+51
762 1.524000e-12 -2.045531e+51 -2.026858e+51 1.932924e+51
763 1.526000e-12 -2.029200e+51 -2.010676e+51 1.917491e+51
764 1.528000e-12 -2.012999e+51 -1.994622e+51 1.902182e+51
765 1.530000e-12 -1.996927e+51 -1.978697e+51 1.886995e+51
766 1.532000e-12 -1.980984e+51 -1.962899e+51 1.871929e+51
767 1.534000e-12 -1.965167e+51 -1.947228e+51 1.856984e+51
768 1.536000e-12 -1.949477e+51 -1.931681e+51 1.842158e+51
769 1.538000e-12 -1.933913e+51 -1.916258e+51 1.827450e+51
770 1.540000e-12 -1.918472e+51 -1.900959e+51 1.812860e+51
771 1.542000e-12 -1.903155e+51 -1.885782e+51 1.798386e+51
772 1.544000e-12 -1.887961e+51 -1.870726e+51 1.784027e+51
773 1.546000e-12 -1.872887e+51 -1.855790e+51 1.769784e+51
774 1.548000e-12 -1.857934e+51 -1.840973e+51 1.755654e+51
775 1.550000e-12 -1.843100e+51 -1.826275e+51 1.741637e+51
