# Step Time(s) Pxy(Pa) Pxz(Pa) Pyz(Pa)
1159 2.318000e-12 -1.385011e+56 4.765024e+55 -3.479399e+56
1160 2.320000e-12 -1.373953e+56 4.726980e+55 -3.451620e+56
1161 2.322000e-12 -1.362983e+56 4.689240e+55 -3.424062e+56
1162 2.324000e-12 -1.352101e+56 4.651801e+55 -3.396724e+56
1163 2.326000e-12 -1.341306e+56 4.614661e+55 -3.369605e+56
1164 2.328000e-12 -1.330597e+56 4.577817e+55 -3.342702e+56
1165 2.330000e-12 -1.319973e+56 4.541268e+55 -3.316014e+56
1166 2.332000e-12 -1.309435e+56 4.505011e+55 -3.289539e+56
1167 2.334000e-12 -1.298980e+56 4.469043e+55 -3.263275e+56
1168 2.336000e-12 -1.288609e+56 4.433362e+55 -3.237221e+56
1169 2.338000e-12 -1.278321e+56 4.397966e+55 -3.211375e+56
1170 2.340000e-12 -1.268115e+56 4.362852e+55 -3.185735e+56
1171 2.342000e-12 -1.257990e+56 4.328019e+55 -3.160300e+56
1172 2.344000e-12 -1.247946e+56 4.293465e+55 -3.135069e+56
1173 2.346000e-12 -1.237983e+56 4.259185e+55 -3.110038e+56
1174 2.348000e-12 -1.228099e+56 4.225180e+55 -3.085208e+56
1175 2.350000e-12 -1.218293e+56 4.191446e+55 -3.060575e+56
1176 2.352000e-12 -1.208567e+56 4.157982e+55 -3.036140e+56
1177 2.354000e-12 -1.198917e+56 4.124784e+55 -3.011899e+56
1178 2.356000e-12 -1.189345e+56 4.091852e+55 -2.987852e+56
1179 2.358000e-12 -1.179850e+56 4.059183e+55 -2.963997e+56
1180 2.360000e-12 -1.170430e+56 4.026774e+55 -2.940333e+56
1181 2.362000e-12 -1.161085e+56 3.994625e+55 -2.916857e+56
1182 2.364000e-12 -1.151815e+56 3.962731e+55 -2.893569e+56
1183 2.366000e-12 -1.142619e+56 3.931093e+55 -2.870467e+56
1184 2.368000e-12 -1.133496e+56 3.899707e+55 -2.847549e+56
1185 2.370000e-12 -1.124446e+56 3.868572e+55 -2.824814e+56
1186 2.372000e-12 -1.115469e+56 3.837685e+55 -2.802261e+56
1187 2.374000e-12 -1.106563e+56 3.807045e+55 -2.779887e+56
1188 2.376000e-12 -1.097728e+56 3.776650e+55 -2.757693e+56
1189 2.378000e-12 -1.088964e+56 3.746497e+55 -2.735675e+56
1190 2.380000e-12 -1.080269e+56 3.716585e+55 -2.713834e+56
1191 2.382000e-12 -1.071645e+56 3.686912e+55 -2.692166e+56
1192 2.384000e-12 -1.063088e+56 3.657475e+55 -2.670672e+56
1193 2.386000e-12 -1.054601e+56 3.628274e+55 -2.649350e+56
1194 2.388000e-12 -1.046181e+56 3.599306e+55 -2.628197e+56
1195 2.390000e-12 -1.037828e+56 3.570569e+55 -2.607214e+56
1196 2.392000e-12 -1.029542e+56 3.542062e+55 -2.586398e+56
1197 2.394000e-12 -1.021322e+56 3.513782e+55 -2.565748e+56
1198 2.396000e-12 -1.013168e+56 3.485728e+55 -2.545263e+56
1199 2.398000e-12 -1.005079e+56 3.457898e+55 -2.524941e+56
1200 2.400000e-12 -9.970544e+55 3.430290e+55 -2.504782e+56
1201 2.402000e-12 -9.890939e+55 3.402903e+55 -2.484784e+56
1202 2.404000e-12 -9.811969e+55 3.375734e+55 -2.464946e+56
1203 2.406000e-12 -9.733631e+55 3.348782e+55 -2.445266e+56
1204 2.408000e-12 -9.655917e+55 3.322045e+55 -2.425743e+56
1205 2.410000e-12 -9.578825e+55 3.295522e+55 -2.406375e+56
1206 2.412000e-12 -9.502347e+55 3.269211e+55 -2.387163e+56
1207 2.414000e-12 -9.426480e+55 3.243109e+55 -2.368104e+56
1208 2.416000e-12 -9.351219e+55 3.217216e+55 -2.349197e+56
1209 2.418000e-12 -9.276559e+55 3.191530e+55 -2.330441e+56
1210 2.420000e-12 -9.202495e+55 3.166049e+55 -2.311835e+56
1211 2.422000e-12 -9.129023e+55 3.140771e+55 -2.293377e+56
1212 2.424000e-12 -9.056136e+55 3.115695e+55 -2.275067e+56
1213 2.426000e-12 -8.983832e+55 3.090819e+55 -2.256902e+56
1214 2.428000e-12 -8.912105e+55 3.066142e+55 -2.238883e+56
1215 2.430000e-12 -8.840951e+55 3.041662e+55 -2.221008e+56
1216 2.432000e-12 -8.770365e+55 3.017378e+55 -2.203276e+56
1217 2.434000e-12 -8.700342e+55 2.993287e+55 -2.185685e+56
1218 2.436000e-12 -8.630879e+55 2.969388e+55 -2.168234e+56
1219 2.438000e-12 -8.561970e+55 2.945681e+55 -2.150923e+56
1220 2.440000e-12 -8.493611e+55 2.922163e+55 -2.133750e+56
1221 2.442000e-12 -8.425798e+55 2.898832e+55 -2.116714e+56
1222 2.444000e-12 -8.358527e+55 2.875688e+55 -2.099814e+56
1223 2.446000e-12 -8.291792e+55 2.852728e+55 -2.083049e+56
1224 2.448000e-12 -8.225590e+55 2.829952e+55 -2.066418e+56
1225 2.450000e-12 -8.159917e+55 2.807358e+55 -2.049920e+56
1226 2.452000e-12 -8.094768e+55 2.784944e+55 -2.033553e+56
1227 2.454000e-12 -8.030140e+55 2.762709e+55 -2.017318e+56
1228 2.456000e-12 -7.966027e+55 2.740651e+55 -2.001211e+56
1229 2.458000e-12 -7.902426e+55 2.718770e+55 -1.985234e+56
1230 2.460000e-12 -7.839333e+55 2.697063e+55 -1.969384e+56
1231 2.462000e-12 -7.776744e+55 2.675530e+55 -1.953660e+56
1232 2.464000e-12 -7.714655e+55 2.654168e+55 -1.938062e+56
1233 2.466000e-12 -7.653061e+55 2.632978e+55 -1.922588e+56
1234 2.468000e-12 -7.591959e+55 2.611956e+55 -1.907238e+56
1235 2.470000e-12 -7.531345e+55 2.591102e+55 -1.892011e+56
1236 2.472000e-12 -7.471214e+55 2.570415e+55 -1.876905e+56
1237 2.474000e-12 -7.291648e+55 2.705488e+55 -1.842880e+56
1238 2.476000e-12 -6.876556e+55 3.146948e+55 -1.771502e+56
1239 2.478000e-12 -6.821654e+55 3.121822e+55 -1.757358e+56
1240 2.480000e-12 -6.767190e+55 3.096898e+55 -1.743327e+56
1241 2.482000e-12 -6.713160e+55 3.072172e+55 -1.729408e+56
1242 2.484000e-12 -6.659563e+55 3.047644e+55 -1.715601e+56
1243 2.486000e-12 -6.606393e+55 3.023311e+55 -1.701903e+56
1244 2.488000e-12 -6.553647e+55 2.999173e+55 -1.688315e+56
1245 2.490000e-12 -6.501323e+55 2.975228e+55 -1.674836e+56
1246 2.492000e-12 -6.449416e+55 2.951474e+55 -1.661464e+56
1247 2.494000e-12 -6.397924e+55 2.927909e+55 -1.648199e+56
1248 2.496000e-12 -6.346843e+55 2.904533e+55 -1.635040e+56
1249 2.498000e-12 -6.296170e+55 2.881343e+55 -1.621986e+56
1250 2.500000e-12 -6.245901e+55 2.858338e+55 -1.609036e+56
1251 2.502000e-12 -6.196034e+55 2.835517e+55 -1.596189e+56
1252 2.504000e-12 -6.146565e+55 2.812879e+55 -1.583445e+56
1253 2.506000e-12 -6.097491e+55 2.790420e+55 -1.570803e+56
1254 2.508000e-12 -6.048808e+55 2.768142e+55 -1.558262e+56
1255 2.510000e-12 -6.000515e+55 2.746041e+55 -1.545820e+56
1256 2.512000e-12 -5.952607e+55 2.724117e+55 -1.533479e+56
1257 2.514000e-12 -5.905081e+55 2.702367e+55 -1.521235e+56
1258 2.516000e-12 -5.857935e+55 2.680791e+55 -1.509090e+56
1259 2.518000e-12 -5.811165e+55 2.659388e+55 -1.497041e+56
1260 2.520000e-12 -5.764769e+55 2.638155e+55 -1.485089e+56
1261 2.522000e-12 -5.718743e+55 2.617092e+55 -1.473232e+56
1262 2.524000e-12 -5.673084e+55 2.596198e+55 -1.461470e+56
1263 2.526000e-12 -5.627790e+55 2.575470e+55 -1.449801e+56
1264 2.528000e-12 -5.582858e+55 2.554907e+55 -1.438226e+56
1265 2.530000e-12 -5.538285e+55 2.534509e+55 -1.426743e+56
1266 2.532000e-12 -5.494067e+55 2.514273e+55 -1.415352e+56
1267 2.534000e-12 -5.450202e+55 2.494199e+55 -1.404052e+56
1268 2.536000e-12 -5.406688e+55 2.474285e+55 -1.392842e+56
1269 2.538000e-12 -5.363521e+55 2.454531e+55 -1.381721e+56
1270 2.540000e-12 -5.320699e+55 2.434934e+55 -1.370690e+56
1271 2.542000e-12 -5.278218e+55 2.415493e+55 -1.359746e+56
1272 2.544000e-12 -5.236077e+55 2.396208e+55 -1.348890e+56
1273 2.546000e-12 -5.194272e+55 2.377077e+55 -1.338120e+56
1274 2.548000e-12 -5.152801e+55 2.358098e+55 -1.327437e+56
1275 2.550000e-12 -5.111661e+55 2.339271e+55 -1.316839e+56
1276 2.552000e-12 -5.070849e+55 2.320594e+55 -1.306325e+56
1277 2.554000e-12 -5.030364e+55 2.302067e+55 -1.295895e+56
1278 2.556000e-12 -4.990201e+55 2.283687e+55 -1.285549e+56
1279 2.558000e-12 -4.950360e+55 2.265454e+55 -1.275285e+56
1280 2.560000e-12 -4.910836e+55 2.247367e+55 -1.265103e+56
1281 2.562000e-12 -4.871628e+55 2.229424e+55 -1.255003e+56
1282 2.564000e-12 -4.832733e+55 2.211624e+55 -1.244983e+56
1283 2.566000e-12 -4.794148e+55 2.193966e+55 -1.235043e+56
1284 2.568000e-12 -4.755872e+55 2.176450e+55 -1.225182e+56
1285 2.570000e-12 -4.717901e+55 2.159073e+55 -1.215400e+56
1286 2.572000e-12 -4.680233e+55 2.141835e+55 -1.205697e+56
1287 2.574000e-12 -4.642866e+55 2.124734e+55 -1.196070e+56
1288 2.576000e-12 -4.605797e+55 2.107771e+55 -1.186521e+56
1289 2.578000e-12 -4.569025e+55 2.090942e+55 -1.177048e+56
1290 2.580000e-12 -4.532546e+55 2.074248e+55 -1.167650e+56
1291 2.582000e-12 -4.496358e+55 2.057687e+55 -1.158328e+56
1292 2.584000e-12 -4.460459e+55 2.041259e+55 -1.149079e+56
1293 2.586000e-12 -4.424847e+55 2.024961e+55 -1.139905e+56
1294 2.588000e-12 -4.389519e+55 2.008794e+55 -1.130804e+56
1295 2.590000e-12 -4.354473e+55 1.992756e+55 -1.121776e+56
1296 2.592000e-12 -4.319707e+55 1.976846e+55 -1.112820e+56
1297 2.594000e-12 -4.285218e+55 1.961062e+55 -1.103935e+56
1298 2.596000e-12 -4.251005e+55 1.945405e+55 -1.095121e+56
1299 2.598000e-12 -4.217065e+55 1.929873e+55 -1.086378e+56
1300 2.600000e-12 -4.183396e+55 1.914465e+55 -1.077704e+56
1301 2.602000e-12 -4.149996e+55 1.899180e+55 -1.069100e+56
1302 2.604000e-12 -4.116862e+55 1.884017e+55 -1.060564e+56
1303 2.606000e-12 -4.083993e+55 1.868975e+55 -1.052096e+56
1304 2.608000e-12 -4.051386e+55 1.854053e+55 -1.043696e+56
1305 2.610000e-12 -4.019040e+55 1.839250e+55 -1.035364e+56
1306 2.612000e-12 -3.986952e+55 1.824566e+55 -1.027097e+56
1307 2.614000e-12 -3.955120e+55 1.809998e+55 -1.018897e+56
1308 2.616000e-12 -3.923543e+55 1.795547e+55 -1.010762e+56
1309 2.618000e-12 -3.892217e+55 1.781212e+55 -1.002692e+56
1310 2.620000e-12 -3.861142e+55 1.766991e+55 -9.946866e+55
1311 2.622000e-12 -3.830314e+55 1.752883e+55 -9.867450e+55
1312 2.624000e-12 -3.799733e+55 1.738888e+55 -9.788668e+55
1313 2.626000e-12 -3.769396e+55 1.725005e+55 -9.710516e+55
1314 2.628000e-12 -3.739301e+55 1.711232e+55 -9.632987e+55
1315 2.630000e-12 -3.709447e+55 1.697570e+55 -9.556077e+55
1316 2.632000e-12 -3.679830e+55 1.684016e+55 -9.479781e+55
1317 2.634000e-12 -3.650451e+55 1.670571e+55 -9.404095e+55
1318 2.636000e-12 -3.621305e+55 1.657233e+55 -9.329012e+55
1319 2.638000e-12 -3.592393e+55 1.644002e+55 -9.254530e+55
1320 2.640000e-12 -3.563711e+55 1.630876e+55 -9.180641e+55
1321 2.642000e-12 -3.535258e+55 1.617855e+55 -9.107343e+55
1322 2.644000e-12 -3.507033e+55 1.604938e+55 -9.034630e+55
1323 2.646000e-12 -3.479033e+55 1.592125e+55 -8.962498e+55
1324 2.648000e-12 -3.451256e+55 1.579413e+55 -8.890941e+55
1325 2.650000e-12 -3.423701e+55 1.566803e+55 -8.819956e+55
1326 2.652000e-12 -3.396367e+55 1.554294e+55 -8.749537e+55
1327 2.654000e-12 -3.369250e+55 1.541884e+55 -8.679681e+55
1328 2.656000e-12 -3.342350e+55 1.529574e+55 -8.610382e+55
1329 2.658000e-12 -3.315665e+55 1.517362e+55 -8.541637e+55
1330 2.660000e-12 -3.289192e+55 1.505247e+55 -8.473441e+55
1331 2.662000e-12 -3.262931e+55 1.493229e+55 -8.405789e+55
1332 2.664000e-12 -3.236880e+55 1.481307e+55 -8.338677e+55
1333 2.666000e-12 -3.211037e+55 1.469480e+55 -8.272101e+55
1334 2.668000e-12 -3.185400e+55 1.457748e+55 -8.206056e+55
1335 2.670000e-12 -3.159968e+55 1.446109e+55 -8.140539e+55
1336 2.672000e-12 -3.134739e+55 1.434564e+55 -8.075545e+55
1337 2.674000e-12 -3.109711e+55 1.423110e+55 -8.011070e+55
1338 2.676000e-12 -3.084883e+55 1.411748e+55 -7.947110e+55
1339 2.678000e-12 -3.060253e+55 1.400477e+55 -7.883660e+55
1340 2.680000e-12 -3.035820e+55 1.389295e+55 -7.820717e+55
1341 2.682000e-12 -3.011582e+55 1.378203e+55 -7.758276e+55
1342 2.684000e-12 -2.987538e+55 1.367199e+55 -7.696334e+55
1343 2.686000e-12 -2.963685e+55 1.356284e+55 -7.634887e+55
1344 2.688000e-12 -2.940023e+55 1.345455e+55 -7.573930e+55
1345 2.690000e-12 -2.916550e+55 1.334713e+55 -7.513459e+55
1346 2.692000e-12 -2.893264e+55 1.324057e+55 -7.453472e+55
1347 2.694000e-12 -2.870164e+55 1.313485e+55 -7.393963e+55
1348 2.696000e-12 -2.847249e+55 1.302999e+55 -7.334930e+55
1349 2.698000e-12 -2.824517e+55 1.292595e+55 -7.276368e+55
1350 2.700000e-12 -2.801966e+55 1.282275e+55 -7.218273e+55
1351 2.702000e-12 -2.779595e+55 1.272038e+55 -7.160643e+55
1352 2.704000e-12 -2.757402e+55 1.261882e+55 -7.103472e+55
1353 2.706000e-12 -2.735387e+55 1.251807e+55 -7.046758e+55
1354 2.708000e-12 -2.713548e+55 1.241812e+55 -6.990497e+55
1355 2.710000e-12 -2.691883e+55 1.231898e+55 -6.934685e+55
1356 2.712000e-12 -2.670391e+55 1.222062e+55 -6.879318e+55
1357 2.714000e-12 -2.649071e+55 1.212305e+55 -6.824394e+55
1358 2.716000e-12 -2.627920e+55 1.202626e+55 -6.769908e+55
1359 2.718000e-12 -2.606939e+55 1.193025e+55 -6.715857e+55
1360 2.720000e-12 -2.586125e+55 1.183499e+55 -6.662237e+55
1361 2.722000e-12 -2.637241e+55 1.338002e+55 -6.939867e+55
1362 2.724000e-12 -2.829755e+55 1.815248e+55 -7.868998e+55
1363 2.726000e-12 -2.807162e+55 1.800756e+55 -7.806172e+55
1364 2.728000e-12 -2.784750e+55 1.786378e+55 -7.743848e+55
1365 2.730000e-12 -2.762516e+55 1.772116e+55 -7.682021e+55
1366 2.732000e-12 -2.740460e+55 1.757967e+55 -7.620687e+55
1367 2.734000e-12 -2.718581e+55 1.743932e+55 -7.559844e+55
1368 2.736000e-12 -2.696875e+55 1.730008e+55 -7.499486e+55
1369 2.738000e-12 -2.675344e+55 1.716196e+55 -7.439610e+55
1370 2.740000e-12 -2.653984e+55 1.702494e+55 -7.380212e+55
1371 2.742000e-12 -2.632794e+55 1.688901e+55 -7.321289e+55
1372 2.744000e-12 -2.611774e+55 1.675417e+55 -7.262835e+55
1373 2.746000e-12 -2.590922e+55 1.662040e+55 -7.204849e+55
1374 2.748000e-12 -2.570236e+55 1.648770e+55 -7.147325e+55
1375 2.750000e-12 -2.549715e+55 1.635607e+55 -7.090261e+55
1376 2.752000e-12 -2.529358e+55 1.622548e+55 -7.033653e+55
1377 2.754000e-12 -2.509164e+55 1.609594e+55 -6.977496e+55
1378 2.756000e-12 -2.489130e+55 1.596743e+55 -6.921788e+55
1379 2.758000e-12 -2.469257e+55 1.583994e+55 -6.866524e+55
1380 2.760000e-12 -2.449543e+55 1.571348e+55 -6.811702e+55
1381 2.762000e-12 -2.429986e+55 1.558802e+55 -6.757317e+55
1382 2.764000e-12 -2.410585e+55 1.546356e+55 -6.703367e+55
1383 2.766000e-12 -2.391338e+55 1.534010e+55 -6.649847e+55
1384 2.768000e-12 -2.372246e+55 1.521763e+55 -6.596755e+55
1385 2.770000e-12 -2.353306e+55 1.509613e+55 -6.544086e+55
1386 2.772000e-12 -2.334517e+55 1.497560e+55 -6.491838e+55
1387 2.774000e-12 -2.315878e+55 1.485604e+55 -6.440007e+55
1388 2.776000e-12 -2.297388e+55 1.473743e+55 -6.388590e+55
1389 2.778000e-12 -2.279046e+55 1.461976e+55 -6.337584e+55
1390 2.780000e-12 -2.260850e+55 1.450304e+55 -6.286985e+55
1391 2.782000e-12 -2.242800e+55 1.438725e+55 -6.236789e+55
1392 2.784000e-12 -2.224893e+55 1.427238e+55 -6.186995e+55
1393 2.786000e-12 -2.207130e+55 1.415843e+55 -6.137598e+55
1394 2.788000e-12 -2.189508e+55 1.404539e+55 -6.088595e+55
1395 2.790000e-12 -2.172027e+55 1.393325e+55 -6.039984e+55
1396 2.792000e-12 -2.154685e+55 1.382201e+55 -5.991761e+55
1397 2.794000e-12 -2.137482e+55 1.371165e+55 -5.943922e+55
1398 2.796000e-12 -2.120417e+55 1.360218e+55 -5.896466e+55
1399 2.798000e-12 -2.103487e+55 1.349358e+55 -5.849389e+55
1400 2.800000e-12 -2.086693e+55 1.338585e+55 -5.802687e+55
1401 2.802000e-12 -2.070033e+55 1.327897e+55 -5.756359e+55
1402 2.804000e-12 -2.053506e+55 1.317295e+55 -5.710400e+55
1403 2.806000e-12 -2.037111e+55 1.306778e+55 -5.664808e+55
1404 2.808000e-12 -2.020846e+55 1.296345e+55 -5.619580e+55
1405 2.810000e-12 -2.004712e+55 1.285995e+55 -5.574713e+55
1406 2.812000e-12 -1.988706e+55 1.275727e+55 -5.530205e+55
1407 2.814000e-12 -1.972828e+55 1.265542e+55 -5.486052e+55
1408 2.816000e-12 -1.957077e+55 1.255438e+55 -5.442251e+55
1409 2.818000e-12 -1.941452e+55 1.245414e+55 -5.398800e+55
1410 2.820000e-12 -1.925951e+55 1.235471e+55 -5.355696e+55
1411 2.822000e-12 -1.910575e+55 1.225607e+55 -5.312936e+55
1412 2.824000e-12 -1.895321e+55 1.215822e+55 -5.270518e+55
1413 2.826000e-12 -1.880188e+55 1.206115e+55 -5.228438e+55
1414 2.828000e-12 -1.865177e+55 1.196485e+55 -5.186694e+55
1415 2.830000e-12 -1.850285e+55 1.186932e+55 -5.145284e+55
1416 2.832000e-12 -1.835513e+55 1.177456e+55 -5.104204e+55
1417 2.834000e-12 -1.820858e+55 1.168055e+55 -5.063452e+55
1418 2.836000e-12 -1.806320e+55 1.158729e+55 -5.023025e+55
1419 2.838000e-12 -1.791899e+55 1.149478e+55 -4.982921e+55
1420 2.840000e-12 -1.777592e+55 1.140301e+55 -4.943138e+55
1421 2.842000e-12 -1.763400e+55 1.131196e+55 -4.903672e+55
1422 2.844000e-12 -1.749321e+55 1.122165e+55 -4.864521e+55
1423 2.846000e-12 -1.735354e+55 1.113206e+55 -4.825682e+55
1424 2.848000e-12 -1.721499e+55 1.104318e+55 -4.787154e+55
1425 2.850000e-12 -1.707755e+55 1.095501e+55 -4.748933e+55
1426 2.852000e-12 -1.694120e+55 1.086754e+55 -4.711018e+55
1427 2.854000e-12 -1.680594e+55 1.078078e+55 -4.673405e+55
1428 2.856000e-12 -1.667176e+55 1.069470e+55 -4.636093e+55
1429 2.858000e-12 -1.653865e+55 1.060932e+55 -4.599078e+55
1430 2.860000e-12 -1.640661e+55 1.052461e+55 -4.562359e+55
1431 2.862000e-12 -1.627561e+55 1.044058e+55 -4.525934e+55
1432 2.864000e-12 -1.614565e+55 1.035721e+55 -4.489800e+55
1433 2.866000e-12 -1.601675e+55 1.027451e+55 -4.453953e+55
1434 2.868000e-12 -1.588887e+55 1.019248e+55 -4.418393e+55
1435 2.870000e-12 -1.576201e+55 1.011111e+55 -4.383116e+55
1436 2.872000e-12 -1.563617e+55 1.003038e+55 -4.348121e+55
1437 2.874000e-12 -1.551133e+55 9.950296e+54 -4.313406e+55
1438 2.876000e-12 -1.538749e+55 9.870852e+54 -4.278968e+55
1439 2.878000e-12 -1.526463e+55 9.792044e+54 -4.244804e+55
1440 2.880000e-12 -1.514276e+55 9.713864e+54 -4.210914e+55
1441 2.882000e-12 -1.502186e+55 9.636308e+54 -4.177294e+55
1442 2.884000e-12 -1.490193e+55 9.559372e+54 -4.143943e+55
1443 2.886000e-12 -1.478295e+55 9.483050e+54 -4.110857e+55
1444 2.888000e-12 -1.466492e+55 9.407337e+54 -4.078036e+55
1445 2.890000e-12 -1.454784e+55 9.332229e+54 -4.045477e+55
1446 2.892000e-12 -1.443169e+55 9.257721e+54 -4.013178e+55
1447 2.894000e-12 -1.431647e+55 9.183807e+54 -3.981137e+55
1448 2.896000e-12 -1.420216e+55 9.110484e+54 -3.949351e+55
1449 2.898000e-12 -1.408877e+55 9.037745e+54 -3.917820e+55
1450 2.900000e-12 -1.397629e+55 8.965588e+54 -3.886540e+55
1451 2.902000e-12 -1.386470e+55 8.894007e+54 -3.855510e+55
1452 2.904000e-12 -1.375401e+55 8.822997e+54 -3.824727e+55
1453 2.906000e-12 -1.364419e+55 8.752554e+54 -3.794191e+55
1454 2.908000e-12 -1.353526e+55 8.682674e+54 -3.763898e+55
1455 2.910000e-12 -1.342719e+55 8.613351e+54 -3.733847e+55
1456 2.912000e-12 -1.331999e+55 8.544582e+54 -3.704036e+55
1457 2.914000e-12 -1.321364e+55 8.476362e+54 -3.674463e+55
1458 2.916000e-12 -1.310815e+55 8.408687e+54 -3.645126e+55
1459 2.918000e-12 -1.300349e+55 8.341552e+54 -3.616023e+55
1460 2.920000e-12 -1.289967e+55 8.274953e+54 -3.587153e+55
1461 2.922000e-12 -1.279668e+55 8.208886e+54 -3.558513e+55
1462 2.924000e-12 -1.269451e+55 8.143346e+54 -3.530102e+55
1463 2.926000e-12 -1.259316e+55 8.078330e+54 -3.501918e+55
1464 2.928000e-12 -1.249261e+55 8.013832e+54 -3.473958e+55
1465 2.930000e-12 -1.239287e+55 7.949850e+54 -3.446222e+55
1466 2.932000e-12 -1.229393e+55 7.886378e+54 -3.418708e+55
1467 2.934000e-12 -1.219577e+55 7.823414e+54 -3.391413e+55
1468 2.936000e-12 -1.209840e+55 7.760951e+54 -3.364336e+55
1469 2.938000e-12 -1.200181e+55 7.698988e+54 -3.337475e+55
1470 2.940000e-12 -1.190599e+55 7.637519e+54 -3.310828e+55
1471 2.942000e-12 -1.181093e+55 7.576541e+54 -3.284395e+55
1472 2.944000e-12 -1.171663e+55 7.516050e+54 -3.258172e+55
1473 2.946000e-12 -1.162308e+55 7.456042e+54 -3.232159e+55
1474 2.948000e-12 -1.153029e+55 7.396513e+54 -3.206353e+55
1475 2.950000e-12 -1.143823e+55 7.337459e+54 -3.180754e+55
1476 2.952000e-12 -1.134691e+55 7.278877e+54 -3.155359e+55
1477 2.954000e-12 -1.125631e+55 7.220762e+54 -3.130166e+55
1478 2.956000e-12 -1.116644e+55 7.163112e+54 -3.105175e+55
1479 2.958000e-12 -1.107729e+55 7.105922e+54 -3.080383e+55
1480 2.960000e-12 -1.098885e+55 7.049188e+54 -3.055790e+55
1481 2.962000e-12 -1.090111e+55 6.992907e+54 -3.031392e+55
1482 2.964000e-12 -1.081408e+55 6.937076e+54 -3.007189e+55
1483 2.966000e-12 -1.072774e+55 6.881690e+54 -2.983180e+55
1484 2.968000e-12 -1.064209e+55 6.826747e+54 -2.959362e+55
1485 2.970000e-12 -1.055712e+55 6.772242e+54 -2.935735e+55
1486 2.972000e-12 -1.047283e+55 6.718172e+54 -2.912296e+55
1487 2.974000e-12 -1.038922e+55 6.664535e+54 -2.889044e+55
1488 2.976000e-12 -1.030627e+55 6.611325e+54 -2.865978e+55
1489 2.978000e-12 -1.022399e+55 6.558540e+54 -2.843096e+55
1490 2.980000e-12 -1.014236e+55 6.506177e+54 -2.820397e+55
1491 2.982000e-12 -1.006138e+55 6.454231e+54 -2.797879e+55
1492 2.984000e-12 -9.981051e+54 6.402701e+54 -2.775540e+55
1493 2.986000e-12 -9.901362e+54 6.351582e+54 -2.753381e+55
1494 2.988000e-12 -9.822309e+54 6.300871e+54 -2.731398e+55
1495 2.990000e-12 -9.743888e+54 6.250564e+54 -2.709590e+55
1496 2.992000e-12 -9.666093e+54 6.200660e+54 -2.687957e+55
1497 2.994000e-12 -9.588919e+54 6.151154e+54 -2.666496e+55
1498 2.996000e-12 -9.512361e+54 6.102043e+54 -2.645207e+55
1499 2.998000e-12 -9.436414e+54 6.053324e+54 -2.624087e+55
1500 3.000000e-12 -9.361074e+54 6.004995e+54 -2.603137e+55
1501 3.002000e-12 -9.286335e+54 5.957051e+54 -2.582353e+55
1502 3.004000e-12 -9.212193e+54 5.909490e+54 -2.561736e+55
1503 3.006000e-12 -9.138643e+54 5.862308e+54 -2.541283e+55
1504 3.008000e-12 -9.065680e+54 5.815504e+54 -2.520993e+55
1505 3.010000e-12 -8.993300e+54 5.769073e+54 -2.500866e+55
1506 3.012000e-12 -8.921497e+54 5.723012e+54 -2.480899e+55
1507 3.014000e-12 -8.850268e+54 5.677320e+54 -2.461091e+55
1508 3.016000e-12 -8.779607e+54 5.631992e+54 -2.441442e+55
1509 3.018000e-12 -8.709511e+54 5.587026e+54 -2.421949e+55
1510 3.020000e-12 -8.639974e+54 5.542419e+54 -2.402613e+55
1511 3.022000e-12 -8.570993e+54 5.498169e+54 -2.383430e+55
1512 3.024000e-12 -8.502562e+54 5.454271e+54 -2.364401e+55
1513 3.026000e-12 -8.434677e+54 5.410724e+54 -2.345523e+55
1514 3.028000e-12 -8.367335e+54 5.367525e+54 -2.326797e+55
1515 3.030000e-12 -8.300530e+54 5.324671e+54 -2.308220e+55
1516 3.032000e-12 -8.234259e+54 5.282159e+54 -2.289791e+55
1517 3.034000e-12 -8.168516e+54 5.239986e+54 -2.271509e+55
1518 3.036000e-12 -8.103299e+54 5.198150e+54 -2.253373e+55
1519 3.038000e-12 -8.038602e+54 5.156648e+54 -2.235382e+55
1520 3.040000e-12 -7.974422e+54 5.115477e+54 -2.217535e+55
1521 3.042000e-12 -7.910754e+54 5.074635e+54 -2.199830e+55
1522 3.044000e-12 -7.847595e+54 5.034119e+54 -2.182267e+55
1523 3.046000e-12 -7.784940e+54 4.993927e+54 -2.164844e+55
1524 3.048000e-12 -7.722785e+54 4.954055e+54 -2.147560e+55
1525 3.050000e-12 -7.661126e+54 4.914502e+54 -2.130413e+55
1526 3.052000e-12 -7.599959e+54 4.875265e+54 -2.113404e+55
1527 3.054000e-12 -7.539281e+54 4.836341e+54 -2.096531e+55
1528 3.056000e-12 -7.479088e+54 4.797727e+54 -2.079792e+55
1529 3.058000e-12 -7.419375e+54 4.759422e+54 -2.063187e+55
1530 3.060000e-12 -7.360138e+54 4.721423e+54 -2.046715e+55
1531 3.062000e-12 -7.301375e+54 4.683727e+54 -2.030374e+55
1532 3.064000e-12 -7.243081e+54 4.646332e+54 -2.014163e+55
1533 3.066000e-12 -7.185252e+54 4.609236e+54 -1.998082e+55
1534 3.068000e-12 -7.127885e+54 4.572436e+54 -1.982129e+55
1535 3.070000e-12 -7.070976e+54 4.535930e+54 -1.966304e+55
